StudentID,Grade,Term,FeesDue,FeesPaid,PaymentStatus,PaymentDate,Balance,DaysLate
SM2406,Form 3,Term 1,273,59,Paid,2026-01-24,214,0
SM2407,Form 3,Term 3,660,497,Paid,2026-03-29,163,0
SM2408,Form 1,Term 3,422,859,Partial,2026-02-22,0,0
SM2409,Form 3,Term 1,598,666,Unpaid,2026-03-02,0,0
SM2410,Form 4,Term 3,607,845,Paid,2026-04-19,0,0
SM2411,Form 4,Term 2,671,708,Unpaid,2026-03-18,0,0
SM2412,Form 1,Term 3,545,758,Late,2026-03-29,0,28
SM2413,Form 2,Term 1,795,868,Paid,2026-02-23,0,0
SM2414,Form 2,Term 3,883,7,Partial,2026-02-23,876,0
SM2415,Form 2,Term 1,641,236,Paid,2026-02-01,405,0
SM2416,Form 1,Term 2,841,562,Partial,2026-02-11,279,0
SM2417,Form 5,Term 3,333,257,Paid,2026-04-25,76,0
SM2418,Form 5,Term 2,645,495,Partial,2026-03-13,150,0
SM2419,Form 1,Term 3,531,646,Paid,2026-04-14,0,0
SM2420,Form 1,Term 2,308,327,Paid,2026-01-20,0,0
SM2421,Form 1,Term 1,672,99,Paid,2026-03-11,573,0
SM2422,Form 2,Term 2,370,851,Unpaid,2026-01-04,0,0
SM2423,Form 4,Term 1,254,30,Paid,2026-02-13,224,0
SM2424,Form 2,Term 1,613,715,Partial,2026-03-30,0,0
SM2425,Form 1,Term 2,366,843,Paid,2026-01-01,0,0
SM2426,Form 2,Term 3,717,132,Paid,2026-03-03,585,0
SM2427,Form 2,Term 1,703,581,Unpaid,2026-04-30,122,0
SM2428,Form 6,Term 3,490,312,Late,2026-01-29,178,3
SM2429,Form 1,Term 2,720,559,Late,2026-01-01,161,16
SM2430,Form 1,Term 1,575,170,Partial,2026-04-01,405,0
SM2431,Form 1,Term 3,858,861,Unpaid,2026-04-02,0,0
SM2432,Form 2,Term 3,746,447,Paid,2026-02-08,299,0
SM2433,Form 4,Term 2,430,771,Unpaid,2026-01-09,0,0
SM2434,Form 4,Term 3,845,616,Paid,2026-03-20,229,0
SM2435,Form 5,Term 3,457,489,Partial,2026-04-20,0,0
SM2436,Form 2,Term 2,576,891,Partial,2026-01-06,0,0
SM2437,Form 2,Term 3,365,840,Partial,2026-01-16,0,0
SM2438,Form 4,Term 3,308,107,Paid,2026-03-10,201,0
SM2439,Form 4,Term 2,561,651,Paid,2026-03-28,0,0
SM2440,Form 2,Term 2,797,892,Late,2026-03-24,0,24
SM2441,Form 3,Term 3,779,359,Unpaid,2026-03-14,420,0
SM2442,Form 5,Term 1,850,817,Partial,2026-02-14,33,0
SM2443,Form 1,Term 2,717,56,Paid,2026-01-25,661,0
SM2444,Form 3,Term 2,456,234,Partial,2026-02-06,222,0
SM2445,Form 2,Term 2,830,274,Paid,2026-01-16,556,0
SM2446,Form 2,Term 3,439,454,Partial,2026-04-10,0,0
SM2447,Form 5,Term 2,282,235,Late,2026-03-11,47,11
SM2448,Form 2,Term 3,865,557,Paid,2026-01-21,308,0
SM2449,Form 6,Term 1,284,618,Paid,2026-02-26,0,0
SM2450,Form 3,Term 3,540,627,Paid,2026-04-30,0,0
SM2451,Form 3,Term 2,522,845,Paid,2026-02-06,0,0
SM2452,Form 6,Term 3,823,312,Paid,2026-04-20,511,0
SM2453,Form 1,Term 3,610,686,Paid,2026-03-26,0,0
SM2454,Form 1,Term 3,838,15,Paid,2026-03-28,823,0
SM2455,Form 1,Term 3,433,856,Paid,2026-01-19,0,0
SM2456,Form 5,Term 1,516,778,Late,2026-01-10,0,6
SM2457,Form 3,Term 3,312,173,Unpaid,2026-01-16,139,0
SM2458,Form 3,Term 2,385,26,Unpaid,2026-03-19,359,0
SM2459,Form 4,Term 2,307,393,Paid,2026-01-05,0,0
SM2460,Form 4,Term 2,869,143,Paid,2026-02-18,726,0
SM2461,Form 1,Term 3,373,373,Paid,2026-02-01,0,0
SM2462,Form 2,Term 1,720,279,Paid,2026-02-02,441,0
SM2463,Form 2,Term 2,756,695,Partial,2026-04-12,61,0
SM2464,Form 2,Term 2,313,882,Paid,2026-02-01,0,0
SM2465,Form 3,Term 1,770,305,Paid,2026-03-03,465,0
SM2466,Form 1,Term 2,896,898,Paid,2026-03-05,0,0
SM2467,Form 5,Term 3,264,591,Unpaid,2026-01-15,0,0
SM2468,Form 3,Term 1,824,526,Paid,2026-04-23,298,0
SM2469,Form 2,Term 1,645,48,Paid,2026-03-26,597,0
SM2470,Form 6,Term 2,464,629,Unpaid,2026-03-29,0,0
SM2471,Form 1,Term 2,729,201,Paid,2026-03-25,528,0
SM2472,Form 1,Term 3,514,184,Paid,2026-04-13,330,0
SM2473,Form 6,Term 2,272,294,Partial,2026-02-23,0,0
SM2474,Form 2,Term 2,428,50,Paid,2026-04-28,378,0
SM2475,Form 3,Term 1,590,516,Paid,2026-03-17,74,0
SM2476,Form 1,Term 1,460,17,Unpaid,2026-04-16,443,0
SM2477,Form 3,Term 1,300,253,Paid,2026-03-03,47,0
SM2478,Form 1,Term 1,347,720,Paid,2026-01-29,0,0
SM2479,Form 2,Term 1,818,682,Paid,2026-04-07,136,0
SM2480,Form 1,Term 3,848,72,Late,2026-01-16,776,14
SM2481,Form 1,Term 1,399,340,Paid,2026-02-13,59,0
SM2482,Form 2,Term 2,574,487,Paid,2026-02-09,87,0
SM2483,Form 5,Term 2,817,671,Paid,2026-01-12,146,0
SM2484,Form 4,Term 1,382,240,Paid,2026-03-03,142,0
SM2485,Form 5,Term 3,463,282,Paid,2026-04-07,181,0
SM2486,Form 1,Term 2,766,286,Paid,2026-04-24,480,0
SM2487,Form 2,Term 3,489,85,Paid,2026-04-22,404,0
SM2488,Form 2,Term 3,676,395,Partial,2026-03-10,281,0
SM2489,Form 1,Term 2,683,778,Late,2026-03-11,0,28
SM2490,Form 4,Term 3,605,695,Unpaid,2026-01-24,0,0
SM2491,Form 1,Term 2,834,832,Unpaid,2026-03-10,2,0
SM2492,Form 1,Term 3,647,398,Paid,2026-01-13,249,0
SM2493,Form 2,Term 2,866,44,Paid,2026-03-26,822,0
SM2494,Form 6,Term 2,560,128,Paid,2026-04-26,432,0
SM2495,Form 1,Term 1,400,791,Partial,2026-02-06,0,0
SM2496,Form 4,Term 3,409,752,Paid,2026-03-06,0,0
SM2497,Form 1,Term 1,288,107,Paid,2026-03-26,181,0
SM2498,Form 3,Term 1,562,584,Paid,2026-02-19,0,0
SM2499,Form 1,Term 3,258,545,Paid,2026-03-18,0,0
SM2500,Form 3,Term 2,838,365,Paid,2026-01-10,473,0
SM2501,Form 2,Term 1,645,18,Late,2026-04-15,627,27
SM2502,Form 3,Term 2,384,225,Paid,2026-02-09,159,0
SM2503,Form 4,Term 1,296,45,Paid,2026-01-15,251,0
SM2504,Form 6,Term 2,623,72,Paid,2026-04-30,551,0
SM2505,Form 3,Term 2,718,523,Paid,2026-03-14,195,0
SM2506,Form 1,Term 2,830,108,Unpaid,2026-01-07,722,0
SM2507,Form 2,Term 2,819,173,Paid,2026-02-14,646,0
SM2508,Form 1,Term 2,387,108,Paid,2026-01-22,279,0
SM2509,Form 4,Term 1,824,862,Unpaid,2026-03-21,0,0
SM2510,Form 4,Term 3,362,353,Unpaid,2026-04-19,9,0
SM2511,Form 3,Term 3,738,893,Paid,2026-03-22,0,0
SM2512,Form 2,Term 3,664,64,Paid,2026-02-13,600,0
SM2513,Form 1,Term 3,522,422,Partial,2026-04-28,100,0
SM2514,Form 2,Term 2,458,772,Partial,2026-03-24,0,0
SM2515,Form 2,Term 2,578,596,Paid,2026-03-18,0,0
SM2516,Form 3,Term 3,749,364,Late,2026-04-26,385,18
SM2517,Form 1,Term 1,286,214,Paid,2026-03-12,72,0
SM2518,Form 3,Term 2,343,700,Partial,2026-04-15,0,0
SM2519,Form 1,Term 3,492,610,Paid,2026-01-03,0,0
SM2520,Form 3,Term 1,692,293,Unpaid,2026-04-11,399,0
SM2521,Form 3,Term 3,858,489,Late,2026-04-07,369,10
SM2522,Form 2,Term 3,550,602,Unpaid,2026-04-13,0,0
SM2523,Form 3,Term 3,326,692,Partial,2026-02-26,0,0
SM2524,Form 3,Term 1,452,296,Unpaid,2026-01-14,156,0
SM2525,Form 4,Term 1,406,7,Late,2026-01-14,399,23
SM2526,Form 2,Term 3,461,457,Paid,2026-04-08,4,0
SM2527,Form 1,Term 2,791,598,Paid,2026-03-10,193,0
SM2528,Form 1,Term 3,655,261,Paid,2026-01-15,394,0
SM2529,Form 2,Term 1,879,713,Unpaid,2026-04-07,166,0
SM2530,Form 5,Term 1,401,488,Paid,2026-02-27,0,0
SM2531,Form 1,Term 3,581,586,Paid,2026-02-19,0,0
SM2532,Form 6,Term 2,724,435,Partial,2026-03-16,289,0
SM2533,Form 1,Term 1,793,247,Paid,2026-03-06,546,0
SM2534,Form 2,Term 2,690,126,Partial,2026-01-12,564,0
SM2535,Form 3,Term 2,796,519,Paid,2026-01-25,277,0
SM2536,Form 1,Term 3,418,530,Unpaid,2026-04-18,0,0
SM2537,Form 1,Term 1,363,261,Partial,2026-02-18,102,0
SM2538,Form 3,Term 3,461,802,Unpaid,2026-04-10,0,0
SM2539,Form 4,Term 3,438,370,Paid,2026-03-13,68,0
SM2540,Form 1,Term 2,458,445,Paid,2026-01-28,13,0
SM2541,Form 1,Term 3,443,82,Unpaid,2026-01-09,361,0
SM2542,Form 1,Term 2,749,731,Unpaid,2026-03-17,18,0
SM2543,Form 1,Term 1,274,610,Paid,2026-02-10,0,0
SM2544,Form 1,Term 1,884,71,Unpaid,2026-02-16,813,0
SM2545,Form 1,Term 2,347,470,Paid,2026-01-01,0,0
SM2546,Form 4,Term 2,359,458,Paid,2026-04-10,0,0
SM2547,Form 1,Term 2,251,249,Paid,2026-03-20,2,0
SM2548,Form 3,Term 3,728,403,Late,2026-03-31,325,28
SM2549,Form 3,Term 1,286,834,Partial,2026-01-02,0,0
SM2550,Form 1,Term 3,723,794,Paid,2026-04-30,0,0
SM2551,Form 1,Term 2,709,575,Partial,2026-02-28,134,0
SM2552,Form 2,Term 2,706,753,Partial,2026-02-25,0,0
SM2553,Form 1,Term 1,778,50,Partial,2026-03-01,728,0
SM2554,Form 1,Term 2,261,864,Paid,2026-04-07,0,0
SM2555,Form 6,Term 3,623,9,Paid,2026-01-16,614,0
SM2556,Form 1,Term 2,298,835,Paid,2026-02-08,0,0
SM2557,Form 1,Term 3,664,197,Paid,2026-01-18,467,0
SM2558,Form 1,Term 3,760,897,Paid,2026-01-13,0,0
SM2559,Form 3,Term 2,455,235,Paid,2026-04-24,220,0
SM2560,Form 4,Term 1,452,355,Unpaid,2026-04-27,97,0
SM2561,Form 4,Term 2,798,789,Paid,2026-03-05,9,0
SM2562,Form 1,Term 1,322,622,Paid,2026-02-17,0,0
SM2563,Form 3,Term 2,643,431,Partial,2026-04-28,212,0
SM2564,Form 3,Term 1,506,155,Paid,2026-01-13,351,0
SM2565,Form 4,Term 1,809,320,Paid,2026-04-03,489,0
SM2566,Form 4,Term 2,268,562,Paid,2026-01-24,0,0
SM2567,Form 2,Term 1,746,605,Unpaid,2026-02-21,141,0
SM2568,Form 2,Term 2,582,822,Unpaid,2026-04-24,0,0
SM2569,Form 1,Term 2,682,899,Partial,2026-04-13,0,0
SM2570,Form 3,Term 2,897,736,Partial,2026-03-13,161,0
SM2571,Form 3,Term 2,407,619,Late,2026-01-16,0,20
SM2572,Form 2,Term 3,334,620,Paid,2026-02-03,0,0
SM2573,Form 5,Term 2,303,2,Partial,2026-04-10,301,0
SM2574,Form 3,Term 3,501,151,Partial,2026-03-15,350,0
SM2575,Form 4,Term 1,683,774,Late,2026-01-04,0,14
SM2576,Form 2,Term 3,423,267,Partial,2026-04-28,156,0
SM2577,Form 3,Term 3,533,39,Paid,2026-01-12,494,0
SM2578,Form 1,Term 2,366,701,Paid,2026-04-13,0,0
SM2579,Form 6,Term 2,805,755,Partial,2026-04-30,50,0
SM2580,Form 2,Term 3,655,401,Unpaid,2026-04-30,254,0
SM2581,Form 3,Term 3,334,427,Paid,2026-01-28,0,0
SM2582,Form 1,Term 1,327,380,Paid,2026-04-10,0,0
SM2583,Form 1,Term 3,300,404,Late,2026-04-23,0,5
SM2584,Form 1,Term 2,259,520,Paid,2026-01-11,0,0
SM2585,Form 1,Term 1,672,610,Unpaid,2026-01-30,62,0
SM2586,Form 1,Term 1,757,482,Paid,2026-04-24,275,0
SM2587,Form 1,Term 2,830,890,Late,2026-03-07,0,13
SM2588,Form 2,Term 2,505,403,Partial,2026-01-06,102,0
SM2589,Form 1,Term 2,515,545,Partial,2026-02-13,0,0
SM2590,Form 5,Term 2,357,468,Paid,2026-03-15,0,0
SM2591,Form 4,Term 2,691,676,Paid,2026-04-27,15,0
SM2592,Form 4,Term 1,605,145,Unpaid,2026-03-04,460,0
SM2593,Form 2,Term 1,567,52,Partial,2026-01-22,515,0
SM2594,Form 5,Term 1,295,211,Unpaid,2026-02-03,84,0
SM2595,Form 1,Term 3,275,553,Paid,2026-04-09,0,0
SM2596,Form 1,Term 1,643,479,Partial,2026-03-27,164,0
SM2597,Form 2,Term 2,613,177,Unpaid,2026-03-06,436,0
SM2598,Form 5,Term 2,373,287,Unpaid,2026-02-08,86,0
SM2599,Form 1,Term 2,463,291,Partial,2026-04-28,172,0
SM2600,Form 2,Term 2,711,558,Partial,2026-02-07,153,0
SM2601,Form 3,Term 3,875,86,Paid,2026-04-25,789,0
SM2602,Form 2,Term 2,454,614,Paid,2026-03-13,0,0
SM2603,Form 3,Term 2,737,87,Paid,2026-04-28,650,0
SM2604,Form 2,Term 1,351,688,Unpaid,2026-03-22,0,0
SM2605,Form 3,Term 2,777,117,Paid,2026-04-21,660,0
SM2606,Form 4,Term 2,888,128,Paid,2026-01-11,760,0
SM2607,Form 5,Term 3,362,897,Paid,2026-04-17,0,0
SM2608,Form 1,Term 3,850,382,Partial,2026-02-27,468,0
SM2609,Form 1,Term 2,594,300,Partial,2026-01-13,294,0
SM2610,Form 6,Term 1,811,112,Partial,2026-02-25,699,0
SM2611,Form 2,Term 1,557,475,Unpaid,2026-03-24,82,0
SM2612,Form 6,Term 3,879,267,Partial,2026-04-11,612,0
SM2613,Form 5,Term 3,391,708,Paid,2026-01-17,0,0
SM2614,Form 2,Term 1,779,484,Paid,2026-01-29,295,0
SM2615,Form 2,Term 2,595,891,Unpaid,2026-02-16,0,0
SM2616,Form 2,Term 1,888,101,Paid,2026-01-17,787,0
SM2617,Form 2,Term 2,333,64,Paid,2026-02-12,269,0
SM2618,Form 3,Term 2,265,734,Paid,2026-02-11,0,0
SM2619,Form 1,Term 1,610,361,Paid,2026-04-03,249,0
SM2620,Form 6,Term 2,729,652,Paid,2026-02-04,77,0
SM2621,Form 1,Term 2,706,192,Paid,2026-02-14,514,0
SM2622,Form 1,Term 1,687,688,Paid,2026-04-30,0,0
SM2623,Form 3,Term 1,318,331,Partial,2026-02-06,0,0
SM2624,Form 5,Term 1,432,831,Paid,2026-04-12,0,0
SM2625,Form 6,Term 2,263,234,Partial,2026-03-25,29,0
SM2626,Form 2,Term 1,389,547,Partial,2026-04-16,0,0
SM2627,Form 5,Term 1,487,560,Paid,2026-04-03,0,0
SM2628,Form 3,Term 2,663,148,Paid,2026-01-16,515,0
SM2629,Form 1,Term 1,722,27,Paid,2026-03-12,695,0
SM2630,Form 5,Term 2,507,335,Paid,2026-03-29,172,0
SM2631,Form 1,Term 3,338,262,Paid,2026-02-09,76,0
SM2632,Form 2,Term 3,431,473,Unpaid,2026-04-19,0,0
SM2633,Form 4,Term 3,793,31,Partial,2026-02-13,762,0
SM2634,Form 3,Term 1,283,899,Paid,2026-04-06,0,0
SM2635,Form 5,Term 3,683,652,Paid,2026-01-23,31,0
SM2636,Form 1,Term 2,774,217,Partial,2026-01-02,557,0
SM2637,Form 3,Term 2,371,501,Paid,2026-03-01,0,0
SM2638,Form 2,Term 3,367,798,Partial,2026-03-12,0,0
SM2639,Form 2,Term 3,471,680,Paid,2026-01-02,0,0
SM2640,Form 2,Term 2,734,341,Paid,2026-02-09,393,0
SM2641,Form 6,Term 3,694,645,Partial,2026-02-23,49,0
SM2642,Form 4,Term 3,759,509,Partial,2026-02-14,250,0
SM2643,Form 2,Term 2,822,277,Partial,2026-02-11,545,0
SM2644,Form 2,Term 3,851,501,Paid,2026-04-27,350,0
SM2645,Form 3,Term 3,810,164,Unpaid,2026-01-17,646,0
SM2646,Form 2,Term 1,572,378,Paid,2026-03-08,194,0
SM2647,Form 2,Term 2,313,367,Unpaid,2026-01-01,0,0
SM2648,Form 4,Term 1,686,2,Late,2026-03-03,684,11
SM2649,Form 4,Term 3,571,895,Paid,2026-02-24,0,0
SM2650,Form 2,Term 1,624,360,Paid,2026-02-26,264,0
SM2651,Form 2,Term 1,790,8,Partial,2026-03-14,782,0
SM2652,Form 2,Term 3,544,878,Partial,2026-02-20,0,0
SM2653,Form 3,Term 1,588,643,Partial,2026-03-03,0,0
SM2654,Form 2,Term 3,434,147,Partial,2026-01-30,287,0
SM2655,Form 6,Term 1,580,767,Paid,2026-01-23,0,0
SM2656,Form 4,Term 1,397,262,Paid,2026-02-07,135,0
SM2657,Form 2,Term 3,740,436,Paid,2026-01-31,304,0
SM2658,Form 2,Term 2,696,339,Paid,2026-03-31,357,0
SM2659,Form 3,Term 3,458,58,Unpaid,2026-03-23,400,0
SM2660,Form 2,Term 3,806,878,Unpaid,2026-04-30,0,0
SM2661,Form 2,Term 3,511,729,Partial,2026-01-30,0,0
SM2662,Form 4,Term 3,502,812,Paid,2026-02-05,0,0
SM2663,Form 5,Term 3,470,552,Partial,2026-03-31,0,0
SM2664,Form 4,Term 2,789,300,Partial,2026-03-02,489,0
SM2665,Form 3,Term 1,679,293,Late,2026-03-21,386,23
SM2666,Form 2,Term 3,721,819,Paid,2026-01-15,0,0
SM2667,Form 4,Term 2,671,618,Paid,2026-01-24,53,0
SM2668,Form 2,Term 3,684,153,Partial,2026-02-11,531,0
SM2669,Form 1,Term 1,773,589,Paid,2026-02-17,184,0
SM2670,Form 2,Term 1,701,424,Paid,2026-01-13,277,0
SM2671,Form 4,Term 3,267,665,Partial,2026-04-27,0,0
SM2672,Form 6,Term 1,529,266,Late,2026-03-10,263,7
SM2673,Form 1,Term 1,420,872,Paid,2026-04-13,0,0
SM2674,Form 3,Term 3,599,338,Paid,2026-03-17,261,0
SM2675,Form 4,Term 2,547,481,Paid,2026-03-12,66,0
SM2676,Form 2,Term 1,432,864,Unpaid,2026-01-04,0,0
SM2677,Form 3,Term 2,435,852,Late,2026-03-03,0,22
SM2678,Form 2,Term 2,517,18,Paid,2026-02-07,499,0
SM2679,Form 2,Term 1,468,501,Partial,2026-03-17,0,0
SM2680,Form 1,Term 2,372,538,Partial,2026-02-24,0,0
SM2681,Form 3,Term 3,286,207,Paid,2026-04-28,79,0
SM2682,Form 2,Term 3,860,381,Partial,2026-01-29,479,0
SM2683,Form 4,Term 3,297,783,Paid,2026-01-17,0,0
SM2684,Form 2,Term 1,378,344,Partial,2026-03-04,34,0
SM2685,Form 1,Term 3,373,493,Paid,2026-03-02,0,0
SM2686,Form 1,Term 2,469,619,Paid,2026-03-01,0,0
SM2687,Form 4,Term 3,598,283,Partial,2026-02-02,315,0
SM2688,Form 2,Term 2,498,720,Partial,2026-03-18,0,0
SM2689,Form 3,Term 1,846,157,Paid,2026-01-25,689,0
SM2690,Form 1,Term 3,432,62,Partial,2026-04-23,370,0
SM2691,Form 2,Term 2,550,830,Paid,2026-02-20,0,0
SM2692,Form 3,Term 1,486,98,Paid,2026-03-20,388,0
SM2693,Form 3,Term 2,390,12,Paid,2026-01-23,378,0
SM2694,Form 1,Term 3,451,57,Late,2026-04-06,394,7
SM2695,Form 1,Term 3,346,457,Paid,2026-02-05,0,0
SM2696,Form 1,Term 3,559,836,Paid,2026-03-18,0,0
SM2697,Form 2,Term 1,604,56,Paid,2026-03-13,548,0
SM2698,Form 3,Term 1,363,189,Paid,2026-02-27,174,0
SM2699,Form 2,Term 2,712,403,Paid,2026-01-16,309,0
SM2700,Form 4,Term 1,655,188,Paid,2026-01-30,467,0
SM2701,Form 4,Term 2,255,466,Partial,2026-04-04,0,0
SM2702,Form 4,Term 2,262,139,Paid,2026-02-23,123,0
SM2703,Form 2,Term 1,331,72,Unpaid,2026-03-23,259,0
SM2704,Form 1,Term 3,773,171,Late,2026-01-21,602,22
SM2705,Form 2,Term 2,673,771,Paid,2026-04-03,0,0
SM2706,Form 3,Term 1,517,447,Paid,2026-03-01,70,0
SM2707,Form 1,Term 2,296,607,Paid,2026-03-09,0,0
SM2708,Form 3,Term 1,594,830,Paid,2026-02-24,0,0
SM2709,Form 1,Term 2,807,569,Partial,2026-02-14,238,0
SM2710,Form 2,Term 3,312,235,Paid,2026-04-10,77,0
SM2711,Form 1,Term 1,256,298,Paid,2026-02-17,0,0
SM2712,Form 1,Term 1,806,431,Paid,2026-04-02,375,0
SM2713,Form 1,Term 3,887,720,Unpaid,2026-04-24,167,0
SM2714,Form 1,Term 3,368,502,Partial,2026-03-06,0,0
SM2715,Form 3,Term 1,559,47,Paid,2026-01-21,512,0
SM2716,Form 1,Term 2,518,438,Unpaid,2026-02-08,80,0
SM2717,Form 2,Term 3,672,711,Partial,2026-01-02,0,0
SM2718,Form 1,Term 1,778,529,Unpaid,2026-03-19,249,0
SM2719,Form 2,Term 2,388,501,Unpaid,2026-04-26,0,0
SM2720,Form 6,Term 1,302,204,Paid,2026-04-03,98,0
SM2721,Form 3,Term 2,870,299,Paid,2026-04-28,571,0
SM2722,Form 2,Term 1,467,204,Late,2026-03-26,263,16
SM2723,Form 3,Term 3,325,708,Unpaid,2026-03-20,0,0
SM2724,Form 2,Term 3,778,437,Paid,2026-03-14,341,0
SM2725,Form 4,Term 3,423,792,Paid,2026-02-05,0,0
SM2726,Form 4,Term 1,724,563,Partial,2026-04-09,161,0
SM2727,Form 1,Term 3,469,34,Unpaid,2026-02-26,435,0
SM2728,Form 3,Term 1,643,129,Paid,2026-03-27,514,0
SM2729,Form 3,Term 2,794,813,Paid,2026-02-05,0,0
SM2730,Form 3,Term 1,287,778,Paid,2026-04-19,0,0
SM2731,Form 5,Term 2,344,420,Partial,2026-04-26,0,0
SM2732,Form 2,Term 3,800,611,Paid,2026-04-03,189,0
SM2733,Form 3,Term 1,812,318,Paid,2026-03-07,494,0
SM2734,Form 1,Term 3,702,858,Paid,2026-04-20,0,0
SM2735,Form 1,Term 3,481,99,Paid,2026-03-01,382,0
SM2736,Form 2,Term 1,648,716,Partial,2026-01-30,0,0
SM2737,Form 1,Term 3,750,486,Late,2026-03-22,264,24
SM2738,Form 2,Term 3,884,874,Paid,2026-03-21,10,0
SM2739,Form 3,Term 2,378,31,Partial,2026-04-11,347,0
SM2740,Form 2,Term 2,665,669,Partial,2026-03-10,0,0
SM2741,Form 3,Term 3,474,597,Paid,2026-02-24,0,0
SM2742,Form 2,Term 3,891,10,Partial,2026-01-10,881,0
SM2743,Form 2,Term 2,886,838,Partial,2026-03-03,48,0
SM2744,Form 2,Term 1,819,749,Paid,2026-04-23,70,0
SM2745,Form 3,Term 3,284,400,Paid,2026-03-21,0,0
SM2746,Form 1,Term 1,312,56,Late,2026-02-11,256,24
SM2747,Form 6,Term 1,354,290,Late,2026-04-11,64,5
SM2748,Form 4,Term 1,571,412,Partial,2026-03-17,159,0
SM2749,Form 2,Term 3,818,74,Unpaid,2026-01-23,744,0
SM2750,Form 2,Term 1,801,362,Paid,2026-04-19,439,0
SM2751,Form 5,Term 2,596,37,Partial,2026-04-12,559,0
SM2752,Form 4,Term 3,466,384,Paid,2026-02-14,82,0
SM2753,Form 3,Term 2,460,13,Paid,2026-01-14,447,0
SM2754,Form 1,Term 3,517,683,Paid,2026-03-02,0,0
SM2755,Form 6,Term 1,515,109,Paid,2026-04-15,406,0
SM2756,Form 5,Term 1,419,293,Late,2026-04-01,126,18
SM2757,Form 2,Term 1,495,534,Late,2026-04-08,0,17
SM2758,Form 2,Term 3,607,380,Unpaid,2026-03-01,227,0
SM2759,Form 4,Term 1,438,425,Late,2026-03-02,13,22
SM2760,Form 1,Term 1,541,677,Paid,2026-03-07,0,0
SM2761,Form 6,Term 1,830,255,Paid,2026-04-21,575,0
SM2762,Form 3,Term 2,807,53,Paid,2026-03-01,754,0
SM2763,Form 1,Term 3,291,120,Paid,2026-04-10,171,0
SM2764,Form 3,Term 2,516,489,Unpaid,2026-04-15,27,0
SM2765,Form 1,Term 3,441,316,Partial,2026-01-30,125,0
SM2766,Form 6,Term 3,675,657,Paid,2026-02-07,18,0
SM2767,Form 5,Term 3,675,307,Paid,2026-01-25,368,0
SM2768,Form 3,Term 2,517,704,Unpaid,2026-01-21,0,0
SM2769,Form 1,Term 2,767,237,Paid,2026-02-23,530,0
SM2770,Form 1,Term 3,357,122,Paid,2026-01-29,235,0
SM2771,Form 1,Term 2,614,898,Paid,2026-04-11,0,0
SM2772,Form 4,Term 2,376,434,Unpaid,2026-02-13,0,0
SM2773,Form 2,Term 2,644,696,Paid,2026-03-16,0,0
SM2774,Form 3,Term 2,382,332,Paid,2026-03-21,50,0
SM2775,Form 3,Term 1,454,155,Partial,2026-04-26,299,0
SM2776,Form 1,Term 1,277,641,Paid,2026-03-21,0,0
SM2777,Form 1,Term 1,667,718,Paid,2026-02-16,0,0
SM2778,Form 3,Term 3,261,614,Partial,2026-02-21,0,0
SM2779,Form 4,Term 2,598,125,Paid,2026-02-03,473,0
SM2780,Form 1,Term 2,833,429,Unpaid,2026-01-31,404,0
SM2781,Form 2,Term 2,618,59,Paid,2026-01-25,559,0
SM2782,Form 4,Term 3,429,76,Paid,2026-04-11,353,0
SM2783,Form 3,Term 2,413,783,Unpaid,2026-04-20,0,0
SM2784,Form 2,Term 3,859,704,Partial,2026-01-17,155,0
SM2785,Form 5,Term 3,777,274,Paid,2026-01-04,503,0
SM2786,Form 4,Term 3,751,273,Paid,2026-02-27,478,0
SM2787,Form 2,Term 1,477,548,Paid,2026-04-11,0,0
SM2788,Form 1,Term 2,289,278,Paid,2026-02-18,11,0
SM2789,Form 2,Term 3,403,297,Paid,2026-04-08,106,0
SM2790,Form 2,Term 1,677,672,Partial,2026-01-12,5,0
SM2791,Form 2,Term 2,275,682,Paid,2026-03-11,0,0
SM2792,Form 1,Term 1,333,704,Unpaid,2026-03-05,0,0
SM2793,Form 1,Term 1,585,889,Paid,2026-02-15,0,0
SM2794,Form 5,Term 3,473,382,Late,2026-04-09,91,3
SM2795,Form 6,Term 1,850,813,Unpaid,2026-04-14,37,0
SM2796,Form 2,Term 3,457,108,Partial,2026-03-21,349,0
SM2797,Form 1,Term 1,469,27,Partial,2026-02-28,442,0
SM2798,Form 1,Term 3,420,288,Paid,2026-02-03,132,0
SM2799,Form 4,Term 2,560,26,Partial,2026-04-08,534,0
SM2800,Form 3,Term 1,714,243,Paid,2026-04-25,471,0
SM2801,Form 1,Term 1,414,182,Unpaid,2026-04-14,232,0
SM2802,Form 2,Term 2,385,605,Partial,2026-01-05,0,0
SM2803,Form 1,Term 3,252,98,Paid,2026-03-24,154,0
SM2804,Form 1,Term 3,724,495,Unpaid,2026-04-21,229,0
SM2805,Form 4,Term 1,372,272,Paid,2026-02-23,100,0
SM2806,Form 1,Term 3,603,436,Partial,2026-01-19,167,0
SM2807,Form 1,Term 3,595,623,Unpaid,2026-03-16,0,0
SM2808,Form 2,Term 3,375,351,Paid,2026-01-03,24,0
SM2809,Form 4,Term 3,671,312,Unpaid,2026-03-19,359,0
SM2810,Form 5,Term 2,672,874,Partial,2026-04-19,0,0
SM2811,Form 1,Term 2,636,565,Paid,2026-01-20,71,0
SM2812,Form 2,Term 2,571,756,Paid,2026-03-16,0,0
